,0,1,text_no_punct,text_tokenized,text_no_sw,text_lem
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing,"['wow', 'i', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'i', 'thought', 'you', 'liked', 'it', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', 'im', 'sorry', 'i', 'didnt', 'and', 'dont', 'have', 'more', 'to', 'give', 'im', 'sorry', 'i', 'offered', 'im', 'sorry', 'your', 'room', 'was', 'so', 'embarassing']","['wow', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'best', 'happy', 'cave', 'im', 'sorry', 'didnt', 'dont', 'im', 'sorry', 'offered', 'im', 'sorry', 'room', 'embarassing']","['wow', 'realize', 'embarasse', 'accomodation', 'thought', 'like', 'good', 'happy', 'cave', 'I', 'm', 'sorry', 'do', 'not', 'do', 'not', 'I', 'm', 'sorry', 'offer', 'I', 'm', 'sorry', 'room', 'embarasse']"
54,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,"['sms', 'ac', 'sptv', 'the', 'new', 'jersey', 'devils', 'and', 'the', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sms', 'ac', 'sptv', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']"
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,do you know what mallika sherawat did yesterday find out now   lturlgt,"['do', 'you', 'know', 'what', 'mallika', 'sherawat', 'did', 'yesterday', 'find', 'out', 'now', '', '', 'lturlgt']","['know', 'mallika', 'sherawat', 'yesterday', 'find', '', '', 'lturlgt']","['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']"
56,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out ,"['congrats', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'all', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss', 'out', '']","['congrats', '1', 'year', 'special', 'cinema', 'pass', '2', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss', '']","['congrat', '1', 'year', 'special', 'cinema', 'pass', '2', '09061209465', 'c', 'suprman', 'v', 'etc', '4', 'free', 'do', 'not', 'miss']"
57,ham,"Sorry, I'll call later in meeting.",sorry ill call later in meeting,"['sorry', 'ill', 'call', 'later', 'in', 'meeting']","['sorry', 'ill', 'later', 'meeting']","['sorry', 'ill', 'later', 'meeting']"
58,ham,Tell where you reached,tell where you reached,"['tell', 'where', 'you', 'reached']","['tell', 'reached']","['tell', 'reach']"
59,ham,Yes..gauti and sehwag out of odi series.,yesgauti and sehwag out of odi series,"['yesgauti', 'and', 'sehwag', 'out', 'of', 'odi', 'series']","['yesgauti', 'sehwag', 'odi', 'series']","['yesgauti', 'sehwag', 'odi', 'series']"
60,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,your gonna have to pick up a 1 burger for yourself on your way home i cant even move pain is killing me,"['your', 'gonna', 'have', 'to', 'pick', 'up', 'a', '1', 'burger', 'for', 'yourself', 'on', 'your', 'way', 'home', 'i', 'cant', 'even', 'move', 'pain', 'is', 'killing', 'me']","['gonna', 'pick', '1', 'burger', 'way', 'home', 'cant', 'pain', 'killing']","['go', 'to', 'pick', '1', 'burger', 'way', 'home', 'can', 'not', 'pain', 'kill']"
61,ham,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girls are situation seekers,"['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'are', 'situation', 'seekers']","['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'situation', 'seekers']","['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situation', 'seeker']"
62,ham,Its a part of checking IQ,its a part of checking iq,"['its', 'a', 'part', 'of', 'checking', 'iq']","['checking', 'iq']","['checking', 'iq']"
63,ham,"Sorry my roommates took forever, it ok if I come by now?",sorry my roommates took forever it ok if i come by now,"['sorry', 'my', 'roommates', 'took', 'forever', 'it', 'ok', 'if', 'i', 'come', 'by', 'now']","['sorry', 'roommates', 'took', 'forever', 'ok', 'come']","['sorry', 'roommate', 'take', 'forever', 'ok', 'come']"
64,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice,"['ok', 'lar', 'i', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'he', 'said', 'wun', 'cut', 'v', 'short', 'he', 'said', 'will', 'cut', 'until', 'i', 'look', 'nice']","['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']","['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'say', 'wun', 'cut', 'v', 'short', 'say', 'cut', 'look', 'nice']"
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a £1500 bonus prize call 09066364589,"['as', 'a', 'valued', 'customer', 'i', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'mob', 'no', 'you', 'are', 'awarded', 'with', 'a', '£1500', 'bonus', 'prize', 'call', '09066364589']","['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '£1500', 'bonus', 'prize', '09066364589']","['value', 'customer', 'pleased', 'advise', 'follow', 'recent', 'review', 'mob', 'award', '1500', 'bonus', 'prize', '09066364589']"
66,ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,"['today', 'is', 'song', 'dedicated', 'day', 'which', 'song', 'will', 'u', 'dedicate', 'for', 'me', 'send', 'this', 'to', 'all', 'ur', 'valuable', 'frnds', 'but', 'first', 'rply', 'me']","['today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'rply']","['today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnd', 'rply']"
67,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or £1000 to claim txt dis to 87121 186£150morefrmmob shracomorsglsuplt10 ls1 3aj,"['urgent', 'ur', 'awarded', 'a', 'complimentary', 'trip', 'to', 'eurodisinc', 'trav', 'acoentry41', 'or', '£1000', 'to', 'claim', 'txt', 'dis', 'to', '87121', '186£150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']","['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'acoentry41', '£1000', 'claim', 'txt', 'dis', '87121', '186£150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']","['urgent', 'ur', 'award', 'complimentary', 'trip', 'eurodisinc', 'trav', '1000', 'claim', 'txt', 'dis', '87121']"
68,spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",did you hear about the new divorce barbie it comes with all of kens stuff,"['did', 'you', 'hear', 'about', 'the', 'new', 'divorce', 'barbie', 'it', 'comes', 'with', 'all', 'of', 'kens', 'stuff']","['hear', 'new', 'divorce', 'barbie', 'comes', 'kens', 'stuff']","['hear', 'new', 'divorce', 'barbie', 'come', 'ken', 'stuff']"
69,ham,I plane to give on this month end.,i plane to give on this month end,"['i', 'plane', 'to', 'give', 'on', 'this', 'month', 'end']","['plane', 'month', 'end']","['plane', 'month', 'end']"
70,ham,Wah lucky man... Then can save money... Hee...,wah lucky man then can save money hee,"['wah', 'lucky', 'man', 'then', 'can', 'save', 'money', 'hee']","['wah', 'lucky', 'man', 'save', 'money', 'hee']","['wah', 'lucky', 'man', 'save', 'money', 'hee']"
71,ham,Finished class where are you.,finished class where are you,"['finished', 'class', 'where', 'are', 'you']","['finished', 'class']","['finished', 'class']"
72,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe im at home now wanna do something xx,"['hi', 'babe', 'im', 'at', 'home', 'now', 'wanna', 'do', 'something', 'xx']","['hi', 'babe', 'im', 'home', 'wanna', 'xx']","['hi', 'babe', 'I', 'm', 'home', 'wanna', 'xx']"
73,ham,K..k:)where are you?how did you performed?,kkwhere are youhow did you performed,"['kkwhere', 'are', 'youhow', 'did', 'you', 'performed']","['kkwhere', 'youhow', 'performed']","['kkwhere', 'youhow', 'perform']"
74,ham,U can call me now...,u can call me now,"['u', 'can', 'call', 'me', 'now']",['u'],['u']
75,ham,I am waiting machan. Call me once you free.,i am waiting machan call me once you free,"['i', 'am', 'waiting', 'machan', 'call', 'me', 'once', 'you', 'free']","['waiting', 'machan', 'free']","['wait', 'machan', 'free']"
76,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool i am a gentleman and will treat you with dignity and respect,"['thats', 'cool', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']","['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']","['that', 's', 'cool', 'gentleman', 'treat', 'dignity', 'respect']"
77,ham,I like you peoples very much:) but am very shy pa.,i like you peoples very much but am very shy pa,"['i', 'like', 'you', 'peoples', 'very', 'much', 'but', 'am', 'very', 'shy', 'pa']","['like', 'peoples', 'shy', 'pa']","['like', 'people', 'shy', 'pa']"
78,ham,Does not operate after  &lt;#&gt;  or what,does not operate after  ltgt  or what,"['does', 'not', 'operate', 'after', '', 'ltgt', '', 'or', 'what']","['operate', '', 'ltgt', '']","['operate', 'ltgt']"
79,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,its not the same here still looking for a job how much do tas earn there,"['its', 'not', 'the', 'same', 'here', 'still', 'looking', 'for', 'a', 'job', 'how', 'much', 'do', 'tas', 'earn', 'there']","['looking', 'job', 'tas', 'earn']","['look', 'job', 'ta', 'earn']"
80,ham,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']","['sorry', 'ill', 'later']","['sorry', 'ill', 'later']"
81,ham,K. Did you call me just now ah? ,k did you call me just now ah ,"['k', 'did', 'you', 'call', 'me', 'just', 'now', 'ah', '']","['k', 'ah', '']","['k', 'ah']"
82,ham,Ok i am on the way to home hi hi,ok i am on the way to home hi hi,"['ok', 'i', 'am', 'on', 'the', 'way', 'to', 'home', 'hi', 'hi']","['ok', 'way', 'home', 'hi', 'hi']","['ok', 'way', 'home', 'hi', 'hi']"
83,ham,You will be in the place of that man,you will be in the place of that man,"['you', 'will', 'be', 'in', 'the', 'place', 'of', 'that', 'man']","['place', 'man']","['place', 'man']"
84,ham,Yup next stop.,yup next stop,"['yup', 'next', 'stop']","['yup', 'stop']","['yup', 'stop']"
85,ham,"I call you later, don't have network. If urgnt, sms me.",i call you later dont have network if urgnt sms me,"['i', 'call', 'you', 'later', 'dont', 'have', 'network', 'if', 'urgnt', 'sms', 'me']","['later', 'dont', 'network', 'urgnt', 'sms']","['later', 'do', 'not', 'network', 'urgnt', 'sm']"
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,for real when u getting on yo i only need 2 more tickets and one more jacket and im done i already used all my multis,"['for', 'real', 'when', 'u', 'getting', 'on', 'yo', 'i', 'only', 'need', '2', 'more', 'tickets', 'and', 'one', 'more', 'jacket', 'and', 'im', 'done', 'i', 'already', 'used', 'all', 'my', 'multis']","['real', 'u', 'getting', 'yo', 'need', '2', 'tickets', 'jacket', 'im', 'multis']","['real', 'u', 'get', 'yo', 'need', '2', 'ticket', 'jacket', 'I', 'm', 'multis']"
87,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,yes i started to send requests to make it but pain came back so im back in bed double coins at the factory too i gotta cash in all my nitros,"['yes', 'i', 'started', 'to', 'send', 'requests', 'to', 'make', 'it', 'but', 'pain', 'came', 'back', 'so', 'im', 'back', 'in', 'bed', 'double', 'coins', 'at', 'the', 'factory', 'too', 'i', 'gotta', 'cash', 'in', 'all', 'my', 'nitros']","['yes', 'started', 'send', 'requests', 'pain', 'came', 'im', 'bed', 'double', 'coins', 'factory', 'gotta', 'cash', 'nitros']","['yes', 'start', 'send', 'request', 'pain', 'come', 'I', 'm', 'bed', 'double', 'coin', 'factory', 'get', 'to', 'cash', 'nitros']"
88,ham,I'm really not up to it still tonight babe,im really not up to it still tonight babe,"['im', 'really', 'not', 'up', 'to', 'it', 'still', 'tonight', 'babe']","['im', 'tonight', 'babe']","['I', 'm', 'tonight', 'babe']"
89,ham,"Ela kano.,il download, come wen ur free..",ela kanoil download come wen ur free,"['ela', 'kanoil', 'download', 'come', 'wen', 'ur', 'free']","['ela', 'kanoil', 'download', 'come', 'wen', 'ur', 'free']","['ela', 'kanoil', 'download', 'come', 'wen', 'ur', 'free']"
90,ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,yeah do don‘t stand to close tho you‘ll catch something,"['yeah', 'do', 'don‘t', 'stand', 'to', 'close', 'tho', 'you‘ll', 'catch', 'something']","['yeah', 'don‘t', 'stand', 'close', 'tho', 'you‘ll', 'catch']","['yeah', 'stand', 'close', 'tho', 'catch']"
91,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sorry to be a pain is it ok if we meet another night i spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that sorry ,"['sorry', 'to', 'be', 'a', 'pain', 'is', 'it', 'ok', 'if', 'we', 'meet', 'another', 'night', 'i', 'spent', 'late', 'afternoon', 'in', 'casualty', 'and', 'that', 'means', 'i', 'havent', 'done', 'any', 'of', 'y', 'stuff42moro', 'and', 'that', 'includes', 'all', 'my', 'time', 'sheets', 'and', 'that', 'sorry', '']","['sorry', 'pain', 'ok', 'meet', 'night', 'spent', 'late', 'afternoon', 'casualty', 'means', 'havent', 'y', 'stuff42moro', 'includes', 'time', 'sheets', 'sorry', '']","['sorry', 'pain', 'ok', 'meet', 'night', 'spend', 'late', 'afternoon', 'casualty', 'mean', 'have', 'not', 'y', 'include', 'time', 'sheet', 'sorry']"
92,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling,"['smile', 'in', 'pleasure', 'smile', 'in', 'pain', 'smile', 'when', 'trouble', 'pours', 'like', 'rain', 'smile', 'when', 'sum1', 'hurts', 'u', 'smile', 'becoz', 'someone', 'still', 'loves', 'to', 'see', 'u', 'smiling']","['smile', 'pleasure', 'smile', 'pain', 'smile', 'trouble', 'pours', 'like', 'rain', 'smile', 'sum1', 'hurts', 'u', 'smile', 'becoz', 'loves', 'u', 'smiling']","['smile', 'pleasure', 'smile', 'pain', 'smile', 'trouble', 'pour', 'like', 'rain', 'smile', 'hurt', 'u', 'smile', 'becoz', 'love', 'u', 'smile']"
93,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed £1000 cash or £5000 prize,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', '0800', '169', '6031', 'between', '10am9pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', '£1000', 'cash', 'or', '£5000', 'prize']","['customer', 'service', 'representative', '0800', '169', '6031', '10am9pm', 'won', 'guaranteed', '£1000', 'cash', '£5000', 'prize']","['customer', 'service', 'representative', '0800', '169', '6031', 'won', 'guarantee', '1000', 'cash', '5000', 'prize']"
94,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,havent planning to buy later i check already lido only got 530 show in e afternoon u finish work already,"['havent', 'planning', 'to', 'buy', 'later', 'i', 'check', 'already', 'lido', 'only', 'got', '530', 'show', 'in', 'e', 'afternoon', 'u', 'finish', 'work', 'already']","['havent', 'planning', 'buy', 'later', 'check', 'lido', 'got', '530', 'e', 'afternoon', 'u', 'finish', 'work']","['have', 'not', 'planning', 'buy', 'later', 'check', 'lido', 'get', '530', 'e', 'afternoon', 'u', 'finish', 'work']"
